,Price,Currency,Euro_Price,Boat Type,Manufacturer,Type,Year Built,Length,Width,Material,Location,Number of views last 7 days
2887,620000,Â£,890000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2006,22.25,5.41,GRP,Croatia,40
2888,748000,EUR,889000,Motor Yacht,Princess power boats,"Used boat,Diesel",2009,19.35,5,GRP,Croatia,47
2889,745000,EUR,885450,Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2016,17.92,4.79,GRP,Spain,123
2890,745000,EUR,880000,Motor Yacht,Riva power boats,Used boat,2008,17.57,4.64,GRP,Netherlands,122
2892,5504063,DKK,880000,Flybridge,Greenline power boats,"new boat from stock,Unleaded",2020,14.99,4.8,GRP,Denmark,127
2893,735000,EUR,885000,Motor Yacht,Princess power boats,"Used boat,Diesel",2007,23.44,5.03,GRP,Croatia,185
2894,730000,EUR,880000,Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2012,19.5,5.12,PVC,France,84
2895,730000,EUR,880000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2007,19.61,5,GRP,Italy,67
2896,730000,EUR,879000,Flybridge,Galeon power boats,"Used boat,Diesel",2017,16.2,4.46,GRP,Spain,107
2898,729000,EUR,862705,Cabin Boat,De Antonio Yachts power boats,"new boat on order,Unleaded",2020,13.9,4.4,GRP,Switzerland,200
2899,729000,EUR,850000,Mega Yacht,Galeon power boats,"Used boat,Diesel",2018,16.2,4.46,GRP,Spain,276
2900,725000,EUR,850000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2015,16.17,4.3,GRP,Spain,109
2901,725000,EUR,850000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2016,16.18,4.29,GRP,Spain,78
2903,5360625,DKK,850000,Motor Yacht,Greenline power boats,"new boat from stock,Unleaded",2020,14.99,4.8,GRP,Denmark,58
2904,790000,EUR,850000,Motor Yacht,Galeon power boats,Used boat,2009,19.96,5.22,GRP,Netherlands,73
2905,790000,EUR,849000,"Flybridge,Motor Yacht",Princess power boats,"Used boat,Diesel",2008,19.3,5.03,GRP,Greece,231
2906,789000,EUR,849000,Flybridge,Prestige Yachts power boats,"new boat from stock,Diesel",2020,14.29,4.3,GRP,Germany,73
2907,785000,EUR,849000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2007,19.75,5.03,GRP,Spain,59
2908,780840,EUR,849000,Sport Boat,Cranchi power boats,"new boat from stock,Diesel",2020,13.82,4.06,GRP,Austria,104
2909,780000,EUR,849000,Motor Yacht,Fincantieri Yachts power boats,"Used boat,Diesel",2014,23.98,6.08,Steel,Slovenia,75
2911,780000,EUR,849000,"Flybridge,Motor Yacht",Prestige Yachts power boats,"Used boat,Diesel",2014,16.4,4.5,GRP,Austria,402
2912,779000,EUR,849000,Motor Yacht,Astondoa power boats,"Used boat,Diesel",2015,16.76,5,GRP,Spain,130
2913,776179,EUR,849000,Sport Boat,Frauscher power boats,"new boat from stock,Diesel",2020,13.9,3.8,GRP,Switzerland,554
2914,775000,EUR,839000,Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2010,19.5,5.12,PVC,Greece,69
2915,775000,EUR,838000,Motor Yacht,Princess power boats,"Used boat,Diesel",2006,21.64,5.33,GRP,France,87
2916,705000,Â£,810000,Motor Yacht,Sunseeker power boats,"new boat from stock,Diesel",2020,15.85,4.51,GRP,United state,149
2917,772000,EUR,800000,Sport Boat,Sea Ray power boats,"new boat from stock,Unleaded",2020,11.25,3.2,GRP,Austria,118
2919,835000,EUR,800000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2006,24.97,6,GRP,Turkey,81
2920,830000,EUR,800000,Flybridge,Aicon power boats,Used boat,2007,19.99,5.31,GRP,Italy,56
2922,830000,EUR,800000,Flybridge,Azimut power boats,"Used boat,Diesel",2016,16.12,4.66,GRP,Italy,76
2923,829000,EUR,799900,Hardtop,Princess power boats,"Used boat,Diesel",2010,19.14,4.99,GRP,Croatia,75
2925,825000,EUR,799000,Cabin Boat,Linssen power boats,"Used boat,Diesel",2008,15.75,4.88,Steel,Germany,139
2926,750000,Â£,799000,Flybridge,Sunseeker power boats,"Used boat,Diesel",2007,22.86,5.7,GRP,Turkey,68
2927,749950,Â£,799000,Hardtop,Princess power boats,"Used boat,Diesel",2017,16.1,4.1,GRP,Spain,104
2928,749500,Â£,799000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2005,25.3,6.19,GRP,United state,114
2930,820000,EUR,799000,Flybridge,Princess power boats,"Used boat,Diesel",2017,16.66,4.75,GRP,Greece,76
2931,814200,EUR,799000,Flybridge,Prestige Yachts power boats,"new boat from stock,Diesel",2020,16.11,4.5,PVC,France,72
2935,799000,Â£,799000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2008,24.99,5.52,GRP,Croatia,182
2938,874306,EUR,795000,Trawler,Integrity power boats,"Used boat,Diesel",2017,16.23,4.8,GRP,Germany,81
2939,795000,Â£,795000,Flybridge,Sunseeker power boats,"Used boat,Diesel",2000,26.56,5.95,GRP,Spain,83
2940,870000,EUR,795000,Motor Yacht,Maiora power boats,"Used boat,Diesel",2004,23.1,5.75,GRP,Croatia,36
2942,870000,EUR,790000,Flybridge,Sunseeker power boats,"Used boat,Diesel",2009,19.88,5.67,GRP,Croatia,45
2943,870000,EUR,790000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2008,21.98,5.41,GRP,Greece,69
2944,869000,EUR,790000,Motor Yacht,Riva power boats,"Used boat,Diesel",2006,20.75,5.45,GRP,Greece,86
2945,868000,EUR,790000,Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2019,16.1,4.49,PVC,France,96
2946,790000,Â£,790000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2008,21.98,5.7,GRP,Turkey,35
2947,865000,EUR,790000,Flybridge,BÃ©nÃ©teau power boats,"Used boat,Diesel",2015,18.35,4.88,PVC,France,103
2949,930000,EUR,769000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2015,18.34,4.72,GRP,Spain,57
2950,925105,EUR,750000,Flybridge,Prestige Yachts power boats,new boat from stock,2020,16.11,4.49,GRP,Netherlands,108
2951,920000,EUR,750000,Motor Yacht,Riviera power boats,Used boat,2017,17.29,4.88,GRP,France,32
2953,906100,EUR,750000,Flybridge,Prestige Yachts power boats,new boat from stock,2020,18.7,4.84,GRP,Netherlands,63
2954,825000,Â£,750000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2019,15.85,4.51,GRP,United state,46
2955,900000,EUR,750000,Hardtop,Cayman power boats,"Used boat,Diesel",2008,23.05,5.5,GRP,Italy,101
2956,900000,EUR,750000,Flybridge,Azimut power boats,"Used boat,Diesel",2011,17.88,4.95,GRP,Italy,56
2958,900000,EUR,750000,Motor Yacht,Azimut power boats,"Used boat,Diesel",2008,22.94,5.6,GRP,Italy,50
2961,900000,EUR,750000,Motor Yacht,Azimut power boats,"Used boat,Diesel",1991,30,6.2,GRP,France,743
2963,899000,EUR,750000,Flybridge,BÃ©nÃ©teau power boats,"Used boat,Diesel",2018,13.25,4.27,GRP,Croatia,46
2964,895000,EUR,749999,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2014,18.34,4.7,GRP,Spain,78
2965,990000,EUR,749500,Flybridge,Princess power boats,"Used boat,Diesel",2011,19.72,5.05,GRP,Croatia,98
2966,990000,EUR,749000,Hardtop,Sunseeker power boats,"Used boat,Diesel",2010,20.34,4.91,GRP,Malta,36
2969,989900,EUR,749000,Flybridge,Azimut power boats,"Used boat,Diesel",1992,29.87,6.1,GRP,Croatia,132
2971,1060000,CHF,749000,Flybridge,Princess power boats,"Used boat,Diesel",2020,15.55,4.34,GRP,Netherlands,292
2973,899900,Â£,749000,Flybridge,Fairline power boats,"Used boat,Diesel",2017,16.95,4.3,GRP,United state,94
2974,984000,EUR,749000,Motor Yacht,Fiart Mare power boats,"new boat on order,Diesel",2020,14.65,4.37,PVC,France,73
2975,983424,EUR,720000,Sport Boat,Cranchi power boats,"Display Model,Diesel",2019,13.8,4.37,GRP,Italy,156
2978,980000,EUR,719000,Flybridge,Sanlorenzo power boats,"Used boat,Diesel",2005,24.95,6.17,GRP,Italy,39
2979,980000,EUR,715000,Flybridge,Azimut power boats,"Used boat,Diesel",2013,20.15,5,GRP,Turkey,82
2981,1050000,EUR,715000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2016,17.37,4.72,GRP,Malta,58
2982,1050000,EUR,700000,Motor Yacht,Sessa power boats,"Used boat,Diesel",2012,21.04,5.07,GRP,Croatia,59
2984,950000,Â£,700000,Flybridge,Sunseeker power boats,"new boat from stock,Diesel",2020,16.76,4.61,GRP,United state,32
2985,949000,Â£,700000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2016,17.37,4.72,GRP,Spain,49
2986,1040000,EUR,699900,Mega Yacht,Pershing power boats,"Used boat,Diesel",2006,23.49,5.51,GRP,Italy,133
2987,1027774,EUR,699000,Motor Yacht,Cranchi power boats,new boat from stock,2018,15.82,4.67,GRP,Netherlands,66
2989,1020000,EUR,699000,Flybridge,Sunseeker power boats,"Used boat,Diesel",2010,22.56,5.7,GRP,Turkey,52
2990,1020000,EUR,698000,Flybridge,Jeanneau power boats,"Used boat,Diesel",2016,19.5,5.1,GRP,Croatia,869
2991,925000,Â£,698000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2016,18.01,4.72,GRP,Italy,78
2992,925000,Â£,698000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2012,19.2,5.13,GRP,France,58
2993,1150000,EUR,695000,Flybridge,Sunseeker power boats,"Used boat,Diesel",2013,21.07,5.08,GRP,Spain,83
2994,1150000,EUR,695000,Flybridge,Sunseeker power boats,"Used boat,Diesel",2018,17.21,4.87,GRP,Switzerland,166
2995,1150000,EUR,695000,Hardtop,Pershing power boats,Used boat,2009,20.04,5,GRP,Netherlands,73
2996,1150000,EUR,695000,Motor Yacht,Azimut power boats,"Used boat,Diesel",2010,21.37,5.58,GRP,Italy,85
2997,1150000,EUR,695000,Flybridge,Dominator power boats,"Used boat,Diesel",2014,19.75,5.15,GRP,Montenegro,92
2999,1150000,EUR,695000,Flybridge,Prestige Yachts power boats,new boat from stock,2019,18.7,4.84,GRP,Netherlands,93
3001,1040000,Â£,680000,Flybridge,Sunseeker power boats,"Used boat,Diesel",2018,17.37,4.61,GRP,Turkey,24
3002,1038734,Â£,680000,Flybridge,Prestige Yachts power boats,"new boat from stock,Diesel",2019,18.9,4.88,PVC,United state,63
3007,1100000,EUR,680000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2010,22.55,5.41,GRP,Spain,118
3008,1149000,Â£,678300,Flybridge,Sunseeker power boats,"Used boat,Diesel",2019,16.76,4.61,GRP,Spain,69
3010,1250000,EUR,675000,Hardtop,Pershing power boats,"Used boat,Diesel",2017,16.51,4.38,GRP,Italy,160
3012,1250000,EUR,675000,Motor Yacht,Pershing power boats,"Used boat,Diesel",2010,19.81,5.03,GRP,France,94
3013,1250000,EUR,675000,Hardtop,Pershing power boats,"Used boat,Diesel",2010,20.04,5.45,GRP,Switzerland,170
3014,1250000,EUR,674999,Mega Yacht,Tecnomar power boats,"Used boat,Diesel",2006,34.44,7.22,GRP,Italy,221
3016,1250000,EUR,671154,Flybridge,Princess power boats,"Used boat,Diesel",2010,22.35,5.49,GRP,Croatia,44
3017,1250000,EUR,670000,Flybridge,Aicon power boats,"Used boat,Diesel",2008,23.98,6.44,GRP,Italy,62
3019,1250000,EUR,670000,Motor Yacht,Baikal power boats,"new boat on order,Diesel",2021,19.9,9,Steel,Russian,398
3020,1249000,EUR,670000,Motor Yacht,Azimut power boats,"Used boat,Diesel",2016,16.76,4.7,GRP,Spain,133
3021,1135000,Â£,661870,Motor Yacht,Sunseeker power boats,"new boat from stock,Diesel",2020,18.01,4.72,GRP,United state,87
3022,1245000,EUR,659000,Flybridge,Fairline power boats,"Used boat,Diesel",2014,20.41,5.24,GRP,France,24
3023,1400000,EUR,657000,Motor Yacht,Posillipo power boats,"Used boat,Diesel",2007,25.91,6.4,GRP,Montenegro,39
3025,1395000,EUR,656920,Motor Yacht,MCY power boats,"Used boat,Diesel",2012,19.82,5.25,GRP,Croatia,33
3027,1391400,EUR,649000,Sport Boat,Cranchi power boats,"new boat from stock,Diesel",2020,18.52,4.85,GRP,Austria,130
3028,1391400,EUR,649000,Motor Yacht,Cranchi power boats,"new boat on order,Diesel",2020,18.52,4.85,GRP,France,167
3029,1390000,EUR,649000,Motor Yacht,Ferretti power boats,"Used boat,Diesel",2012,22.38,5.8,GRP,Croatia,83
3032,1390000,EUR,649000,"Flybridge,Hardtop,Motor Yacht",Prestige Yachts power boats,"Used boat,Diesel",2018,19.03,5.15,GRP,Spain,281
3033,1390000,EUR,649000,Motor Yacht,Azimut power boats,"Used boat,Diesel",2013,21.62,5.56,GRP,Italy,154
3035,1385000,EUR,649000,Flybridge,Prestige Yachts power boats,Used boat,2016,21.46,5.33,GRP,Netherlands,85
3036,1375000,EUR,649000,Flybridge,Azimut power boats,"Used boat,Diesel",2013,21.62,5.56,GRP,Italy,114
3037,1249995,Â£,649000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2019,18.29,4.72,GRP,United state,77
3038,1595000,EUR,645000,Flybridge,Princess power boats,"Used boat,Diesel",2012,22.35,5.49,GRP,Croatia,62
3039,1450000,Â£,645000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2017,20.73,5.27,GRP,Spain,57
3040,1590000,EUR,645000,Flybridge,MCY power boats,"Used boat,Diesel",2016,19.82,5.21,PVC,Spain,91
3041,1590000,EUR,643440,Hardtop,Pershing power boats,"Used boat,Diesel",2015,18.94,4.8,GRP,Malta,106
3042,1590000,EUR,630000,Flybridge,Princess power boats,"Used boat,Diesel",2018,19.43,5.03,GRP,Croatia,149
3045,1575000,EUR,630000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2008,26.48,6.5,GRP,Croatia,192
3046,1567638,EUR,630000,Motor Yacht,Cranchi power boats,"new boat from stock,Diesel",2020,17.2,4.85,GRP,Italy,63
3047,1425000,Â£,629000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2017,21.7,5.15,GRP,France,113
3050,1550000,EUR,629000,Motor Yacht,Fairline power boats,"Used boat,Diesel",2014,24.11,5.73,GRP,France,70
3051,1550000,EUR,625000,Motor Yacht,MCY power boats,"Used boat,Diesel",2015,19.82,5.21,GRP,Croatia,53
3052,1850000,EUR,625000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2011,25.6,6.13,GRP,France,100
3053,1850000,EUR,625000,Flybridge,Azimut power boats,"Used boat,Diesel",2012,23.7,5.82,GRP,Turkey,46
3054,1839768,EUR,600000,Motor Yacht,Cranchi power boats,"new boat from stock,Diesel",2020,17.2,4.85,GRP,Italy,174
3056,1800000,EUR,600000,Motor Yacht,Pershing power boats,"Used boat,Diesel",2008,23.98,5.2,GRP,Croatia,91
3057,1800000,EUR,600000,Flybridge,Ferretti power boats,"Used boat,Diesel",2009,25.3,6.26,GRP,Croatia,59
3059,1800000,EUR,600000,Flybridge,Princess power boats,"Used boat,Diesel",2012,22,5,PVC,Greece,62
3061,1795000,EUR,600000,Flybridge,Princess power boats,"Used boat,Diesel",2010,24.1,5.72,GRP,Spain,136
3062,1795000,EUR,599000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2010,25.6,6.35,GRP,Spain,114
3063,1634995,Â£,599000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2012,22.25,5.52,GRP,Australia,28
3066,1790000,EUR,599000,Flybridge,Rodman power boats,"Used boat,Diesel",2012,23.16,5.67,GRP,Spain,28
3067,1785000,EUR,599000,Motor Yacht,BLUEGAME power boats,new boat from stock,2019,18.8,5.38,GRP,Netherlands,39
3068,1995000,Â£,599000,Flybridge,Sunseeker power boats,"Used boat,Diesel",2014,22.99,5.73,GRP,Montenegro,142
3069,1995000,Â£,599000,Flybridge,Sunseeker power boats,"Used boat,Diesel",2014,23.16,5.52,GRP,Montenegro,61
3070,2170000,EUR,599000,Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2019,19.03,5.15,PVC,France,83
3072,2150000,EUR,599000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2017,21.7,5.12,GRP,Spain,45
3073,1950000,Â£,599000,Hardtop,Sunseeker power boats,"Used boat,Diesel",2014,24.97,5.97,GRP,France,94
3074,1950000,Â£,598000,Flybridge,Sunseeker power boats,"Used boat,Diesel",2016,22.86,5.52,GRP,Spain,56
3076,2100000,EUR,595000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2009,27.43,6.34,GRP,Turkey,85
3078,2100000,EUR,595000,Flybridge,MCY power boats,"Used boat,Diesel",2011,23.05,5.65,PVC,Italy,45
3079,2100000,EUR,595000,Flybridge,Astondoa power boats,"Used boat,Diesel",2014,24.92,6,GRP,Spain,96
3080,2100000,EUR,595000,Motor Yacht,Sanlorenzo power boats,"Used boat,Diesel",2007,26.9,6.75,GRP,Italy,64
3081,2050000,EUR,590000,Flybridge,Sunseeker power boats,"Used boat,Diesel",2019,22.1,5.2,GRP,Germany,141
3082,2016000,EUR,590000,Motor Yacht,Fiart Mare power boats,"new boat on order,Diesel",2020,18.5,5.15,PVC,France,105
3084,2650000,EUR,590000,Motor Yacht,Azimut power boats,"Used boat,Diesel",2012,26.8,6.57,GRP,Spain,127
3085,2395000,Â£,590000,Flybridge,Sunseeker power boats,"Used boat,Diesel",2017,23.1,5.73,GRP,Switzerland,251
3086,2620000,EUR,590000,Motor Yacht,Sanlorenzo power boats,new boat from stock,2019,23.75,6.6,GRP,Netherlands,101
3088,2600000,EUR,590000,Mega Yacht,Cantieri Schiavone power boats,"Used boat,Diesel",2020,23.4,6.5,Aluminium,Italy,375
3089,2500000,EUR,590000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2003,32,6.3,GRP,Croatia,198
3091,2500000,EUR,590000,Motor Yacht,Princess power boats,"Used boat,Diesel",2008,29.42,7.06,GRP,Italy,134
3093,2500000,EUR,590000,Motor Yacht,Sanlorenzo power boats,"Used boat,Diesel",2006,26.75,6.75,GRP,France,118
3095,2500000,EUR,589000,Flybridge,Azimut power boats,"Used boat,Diesel",2007,31.39,6.64,GRP,Bulgaria,70
3099,3250000,Â£,587933,Flybridge,Sunseeker power boats,"Used boat,Diesel",2019,23.62,5.97,GRP,Spain,87
3101,3500000,EUR,585000,Motor Yacht,Benetti power boats,"Used boat,Diesel",1964,30,7.7,Steel,Italy,187
3104,3447580,EUR,585000,Motor Yacht,BLUEGAME power boats,new boat from stock,2020,21.86,5.6,GRP,Netherlands,95
3105,3410000,EUR,585000,Motor Yacht,Riva power boats,new boat from stock,2020,20.54,5.29,GRP,Netherlands,285
3106,3400000,EUR,580000,Motor Yacht,Sossego power boats,"Used boat,Diesel",2015,22,5.8,Aluminium,Spain,71
3107,3400000,EUR,580000,Flybridge,Sunseeker power boats,"Used boat,Diesel",2011,27.13,6.4,GRP,Portugal,66
3108,3390000,EUR,580000,Motor Yacht,Sunseeker power boats,Used boat,2013,28.15,6.5,GRP,Spain,121
3111,2995000,Â£,580000,Flybridge,Sunseeker power boats,"Used boat,Diesel",2018,23.62,5.97,GRP,Greece,52
3112,3200000,EUR,580000,Motor Yacht,Sanlorenzo power boats,Used boat,2008,26.75,6.75,GRP,Croatia,56
3113,3200000,EUR,579900,Flybridge,Princess power boats,"Used boat,Diesel",2017,24.38,5.64,GRP,Croatia,73
3116,5500000,EUR,579000,Mega Yacht,Ferretti power boats,Used boat,2013,29.7,7.08,GRP,Portugal,106
3118,5400000,EUR,579000,Mega Yacht,Sanlorenzo power boats,"Used boat,Diesel",2013,31.7,7.05,GRP,Spain,95
3119,5400000,EUR,570000,Motor Yacht,Sanlorenzo power boats,"Used boat,Diesel",2013,31.7,7.1,GRP,Spain,117
3120,5400000,EUR,570000,Motor Yacht,Sanlorenzo power boats,Used boat,2016,29.1,6.75,GRP,Netherlands,105
3122,4850000,Â£,569000,Motor Yacht,Princess power boats,"Used boat,Diesel",2018,26.9,6.3,GRP,Italy,695
3124,4780000,Â£,569000,Flybridge,Sunseeker power boats,"new boat from stock,Diesel",2020,26.3,6.48,GRP,United state,59
3125,5208850,EUR,565000,Motor Yacht,Sanlorenzo power boats,new boat from stock,2020,23.75,6.6,GRP,Netherlands,110
3126,4995000,EUR,565000,Mega Yacht,Benetti power boats,"Used boat,Diesel",1991,46.09,8.57,Steel,Italy,108
3133,11900000,EUR,560000,Mega Yacht,Sunseeker power boats,"Used boat,Diesel",2019,35.36,7.35,GRP,Italy,317
3135,11000000,EUR,560000,Mega Yacht,Sunseeker power boats,"Used boat,Diesel",2017,35.36,7.35,GRP,Monaco,197
3136,9995000,Â£,560000,Mega Yacht,Sunseeker power boats,"Used boat,Diesel",2015,40.23,7.83,GRP,France,178
3137,10800000,EUR,560000,Mega Yacht,Sunseeker power boats,"Used boat,Diesel",2018,35.2,7.35,GRP,Spain,225
3138,10500000,EUR,560000,Mega Yacht,Sanlorenzo power boats,Used boat,2016,36.5,7.6,GRP,Netherlands,220
3139,9900000,EUR,560000,Mega Yacht,Baglietto power boats,"Used boat,Diesel",2010,41.7,8,Aluminium,Italy,267
3143,23500000,EUR,560000,Mega Yacht,Benetti power boats,"Used boat,Diesel",2007,56,10.4,Steel,Greece,419
3146,9250000,EUR,559500,Mega Yacht,Sunseeker power boats,Used boat,2012,40.05,8.09,GRP,Netherlands,219
3152,8800000,EUR,559241,Mega Yacht,Cantiere delle Marche power boats,"Used boat,Diesel",2016,31,7.43,Steel,Italy,132
3153,8350000,EUR,559000,Motor Yacht,Curvelle power boats,"Used boat,Diesel",2013,34.1,9,Carbon Fiber,Croatia,133
3154,7900000,EUR,553576,Mega Yacht,Sanlorenzo power boats,Used boat,2019,31.08,7.06,GRP,Netherlands,122
3155,7200085,Â£,550000,Flybridge,Sunseeker power boats,"new boat on order,Diesel",2020,28.06,6.55,GRP,United state,535
3156,6850000,Â£,550000,Flybridge,Princess power boats,"Used boat,Diesel",2018,30.21,7.04,GRP,Spain,603
3157,7250000,EUR,549500,Mega Yacht,Sunseeker power boats,"Used boat,Diesel",2015,35.05,7.44,GRP,Australia,122
3158,6500000,Â£,549000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2017,28.96,6.58,GRP,Spain,84
3159,7100000,EUR,549000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2020,28.96,6.58,GRP,Malta,102
3160,6360000,Â£,549000,Motor Yacht,Sunseeker power boats,"new boat from stock,Diesel",2020,28.96,6.58,GRP,United state,90
3161,6950000,EUR,549000,Mega Yacht,Sunseeker power boats,"Used boat,Diesel",2013,34.53,7.41,GRP,Monaco,163
3164,6250000,Â£,548000,Motor Yacht,Princess power boats,"Used boat,Diesel",2018,30.56,6.92,GRP,Spain,206
3166,6800000,EUR,545000,Mega Yacht,Cantieri di Pisa power boats,"Used boat,Diesel",2004,38.3,7.5,GRP,Greece,227
3167,5995000,Â£,545000,Mega Yacht,Sunseeker power boats,"Used boat,Diesel",2014,34.53,7.41,GRP,France,180
3169,5750000,Â£,545000,Mega Yacht,Princess power boats,"Used boat,Diesel",2018,30.57,6.95,GRP,Spain,103
3171,5635153,Â£,540000,Flybridge,Sunseeker power boats,"new boat on order,Diesel",2019,26.3,6.47,GRP,United state,209
3175,5900000,EUR,540000,Mega Yacht,Rodriguez Group (Italyachts) power boats,"Used boat,Diesel",2010,41.1,8.4,Aluminium,France,986
3176,4900000,EUR,540000,Mega Yacht,Sunseeker power boats,"Used boat,Diesel",2010,33.83,7.39,GRP,France,129
